"","OysterID","SampleEventID","ShellHeight","ShellLength","ShellWidth","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight","DataStatus","DateEntered","EnteredBy","DateProofed","ProofedBy","DateCompleted","CompletedBy","OldSampleNumber","Comments","AdminNotes"
"116","ABEC1812-08","ABCOLL_20181204_1_0090_1",45.42,57.51,20.32,27.8,2.26,8.57,19.85,3.26,18.79,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-883","ShellLength outside expected range",NA
"117","ABEC1812-09","ABCOLL_20181204_1_0090_1",64.56,55.87,30.34,86.99,2.25,13.64,69.2,4.01,65.91,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-884",NA,NA
"118","ABEC1812-10","ABCOLL_20181204_1_0090_1",72.22,70.84,37.08,177.33,2.3,23.53,151.5,5.33,143.01,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-885",NA,NA
"119","ABEC1812-11","ABCOLL_20181204_1_0090_1",60.29,59.24,28.18,80.62,2.26,11.98,66.59,3.91,61.58,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-886",NA,NA
"120","ABEC1812-12","ABCOLL_20181204_1_0090_1",87.59,69.62,35.93,174.9,2.29,30.09,142.09,6.48,133.15,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-887",NA,NA
"121","ABEC1812-13","ABCOLL_20181204_1_0090_1",80.07,76.24,41.8,190.3,2.29,27.79,156.75,5.87,145.44,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-888",NA,NA
"122","ABEC1812-14","ABCOLL_20181204_1_0090_1",63.48,51.19,26.66,63.13,2.25,9.98,50.03,3.49,48.98,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-889",NA,NA
"123","ABEC1812-15","ABCOLL_20181204_1_0090_1",73.39,67.49,32.21,132.81,2.25,20.51,111.91,4.85,104.51,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-890",NA,NA
"124","ABEC1812-16","ABCOLL_20181204_1_0090_1",73.13,67.11,36.01,126.31,2.32,24.45,101,5.65,88.27,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-891",NA,NA
"125","ABEC1812-17","ABCOLL_20181204_1_0090_1",75.47,63.02,37.78,145.16,2.26,33.29,107.92,6.49,98.14,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-892",NA,NA
"126","ABEC1812-18","ABCOLL_20181204_1_0090_1",51.04,50.08,21.19,30.32,2.3,7.87,21.82,3.02,20.74,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-893",NA,NA
"127","ABEC1812-19","ABCOLL_20181204_1_0090_1",79.14,56.76,37.27,126.05,2.31,19.69,104,4.83,97.68,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-894",NA,NA
"128","ABEC1812-20","ABCOLL_20181204_1_0090_1",53.03,47.7,20.27,35.31,2.26,6.47,26.78,2.87,26.02,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-895",NA,NA
"129","ABEC1812-21","ABCOLL_20181204_1_0090_1",61.71,53.59,28.86,77.37,2.28,11.16,65.14,3.54,59.05,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-896",NA,NA
"130","ABEC1812-22","ABCOLL_20181204_1_0090_1",72.44,60.52,31.29,107.66,2.25,16.28,89.63,4.47,82.25,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-897",NA,NA
"131","ABEC1812-23","ABCOLL_20181204_1_0090_1",51.59,44.83,19.04,34.35,2.28,7.39,27.94,3.08,26.51,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-898",NA,NA
"132","ABEC1812-24","ABCOLL_20181204_1_0090_1",49.11,40.94,22.54,32.97,2.26,7.09,27.15,3,25.87,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-899",NA,NA
"133","ABEC1812-25","ABCOLL_20181204_1_0090_1",81.86,73.42,36.88,167.04,2.27,25.53,140.13,5.65,134.43,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-900",NA,NA
"134","ABEC1901-01","ABCOLL_20190103_1_0090_1",76.47,58.51,34.55,79.27,1.02,6.85,64.83,2.73,62.13,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-901",NA,NA
"135","ABEC1901-02","ABCOLL_20190103_1_0090_1",88.9,69.07,46.12,181.07,1.05,7.69,150.06,4.23,137.36,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-902","TissueWetWeight outside expected range",NA
"136","ABEC1901-03","ABCOLL_20190103_1_0090_1",96.28,69.79,33.85,204.47,1.06,30.2,172.66,4.94,156.48,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-903",NA,NA
"137","ABEC1901-04","ABCOLL_20190103_1_0090_1",86.59,71.92,40.4,194.72,1.06,22.55,160.78,5.31,148.26,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-904",NA,NA
"138","ABEC1901-05","ABCOLL_20190103_1_0090_1",85.08,74.52,39.96,171.89,1.03,23.2,142.4,5.23,133.36,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-905",NA,NA
"139","ABEC1901-06","ABCOLL_20190103_1_0090_1",83.17,74.43,31.52,124.59,1.07,22.78,101.03,3.36,94.43,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-906",NA,NA
"140","ABEC1901-07","ABCOLL_20190103_1_0090_1",70.9,57.53,32.3,NA,1.07,23.8,86.05,3.49,78.96,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-907","TotalWeight recorded incorrectly",NA
"141","ABEC1901-08","ABCOLL_20190103_1_0090_1",88.28,70.39,32.74,129.07,1.07,25.44,103.53,4.18,93.76,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-908",NA,NA
"142","ABEC1901-09","ABCOLL_20190103_1_0090_1",73.83,69.56,36.94,109.84,1.04,17.16,84.53,4.46,81.2,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-909",NA,NA
"143","ABEC1901-10","ABCOLL_20190103_1_0090_1",77.43,74.96,32.25,132.29,1.06,20.2,108.99,4.12,99.42,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-910",NA,NA
"144","ABEC1901-11","ABCOLL_20190103_1_0090_1",77.74,71.06,40.59,159.87,1.05,28.9,131.44,4.29,122.91,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-911",NA,NA
"145","ABEC1901-12","ABCOLL_20190103_1_0090_1",76.62,61.72,38.57,NA,1.05,30.58,121.5,4.32,115.18,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-912","TotalWeight recorded incorrectly",NA
"146","ABEC1901-13","ABCOLL_20190103_1_0090_1",87.23,74.21,43.96,189.74,1.05,27.58,157.78,5.22,143.66,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-913",NA,NA
"147","ABEC1901-14","ABCOLL_20190103_1_0090_1",56.41,44.01,22.96,NA,1.03,NA,33.09,2.14,30.72,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-914","TotalWeight and TissueWetWeight recorded incorrectly",NA
"148","ABEC1901-15","ABCOLL_20190103_1_0090_1",54.09,56.61,25.56,NA,1.06,13.03,37.05,1.96,34.83,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-915","TotalWeight recorded incorrectly, ShellLength outside expected range",NA
"149","ABEC1901-16","ABCOLL_20190103_1_0090_1",65.09,46.62,30.66,67.99,1.03,9.94,57.89,2.42,51.66,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-916",NA,NA
"150","ABEC1901-17","ABCOLL_20190103_1_0090_1",78.21,52.06,39.42,89.29,1.05,15.55,71.26,3.25,68.24,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-917",NA,NA
"151","ABEC1901-18","ABCOLL_20190103_1_0090_1",63.6,50.93,31.6,70.29,1.05,10.62,59.45,2.55,56.79,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-918",NA,NA
"152","ABEC1901-19","ABCOLL_20190103_1_0090_1",72.82,60.67,31.95,105.57,1.06,14.51,85.94,3.27,81.92,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-919",NA,NA
"153","ABEC1901-20","ABCOLL_20190103_1_0090_1",76.85,57.55,33.38,99.96,1.07,12.83,80.86,3.02,74.18,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-920",NA,NA
"154","ABEC1901-21","ABCOLL_20190103_1_0090_1",63.5,48.4,24.25,55.4,1.05,8.07,43.42,2.13,40.87,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-921",NA,NA
"155","ABEC1901-22","ABCOLL_20190103_1_0090_1",78.95,57.62,41.05,141.49,1.07,21.27,113.29,4.06,103.59,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-922",NA,NA
"156","ABEC1901-23","ABCOLL_20190103_1_0090_1",87.34,69.27,35.11,199.93,1.06,26.17,164.61,4.84,156.9,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-923",NA,NA
"157","ABEC1901-24","ABCOLL_20190103_1_0090_1",64.67,44.86,25.93,44.85,1.05,7.76,37.65,2.15,33.99,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-924",NA,NA
"158","ABEC1901-25","ABCOLL_20190103_1_0090_1",63.1,47.96,25.97,47.37,1.03,9.63,36.17,2.44,33.73,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-925",NA,NA
"159","ABEC1902-01","ABCOLL_20190205_1_0090_1",70.67,54.43,44.98,133.68,1.05,20.97,105.96,4.96,99.78,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-926",NA,NA
"160","ABEC1902-02","ABCOLL_20190205_1_0090_1",109.56,69.73,50.93,246.5,1.05,31.25,188.03,6.12,164.47,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-927","ShellWidth outside expected range",NA
"161","ABEC1902-03","ABCOLL_20190205_1_0090_1",76.01,88.04,37.7,161.25,1.08,21.46,129.3,4.18,123.2,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-928","ShellLength outside expected range",NA
"162","ABEC1902-04","ABCOLL_20190205_1_0090_1",87.08,62.95,29.08,136.64,1.06,17.99,113.23,4.92,105.75,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-929",NA,NA
"163","ABEC1902-05","ABCOLL_20190205_1_0090_1",77.06,70.56,34.13,146.16,1.06,20.3,120.16,4.52,111.44,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-930",NA,NA
"164","ABEC1902-06","ABCOLL_20190205_1_0090_1",72.19,65.63,31.17,113.13,1.05,16.86,91.94,4.05,87.78,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-931",NA,NA
"165","ABEC1902-07","ABCOLL_20190205_1_0090_1",71.19,62.53,31.57,104.55,1.05,14.83,81.17,3.68,77.85,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-932",NA,NA
"166","ABEC1902-08","ABCOLL_20190205_1_0090_1",82.97,72.14,38.42,173.62,1.05,22.62,143.84,5.03,134.61,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-933",NA,NA
"167","ABEC1902-09","ABCOLL_20190205_1_0090_1",68.92,58.95,31.79,100.84,1.02,12.09,83.9,3.23,77.31,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-934",NA,NA
"168","ABEC1902-10","ABCOLL_20190205_1_0090_1",79.98,69.88,40.08,156.94,1.03,19.28,131.56,4.7,122.52,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-935",NA,NA
"169","ABEC1902-11","ABCOLL_20190205_1_0090_1",69.03,65.04,33.15,113.73,1.05,15.84,92.77,3.85,87.59,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-936",NA,NA
"170","ABEC1902-12","ABCOLL_20190205_1_0090_1",84.82,72.93,44.93,197.65,1.05,25.38,161.72,6.03,149.86,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-937",NA,NA
"171","ABEC1902-13","ABCOLL_20190205_1_0090_1",96.82,76.29,40.11,214.65,1.05,25.15,175.5,6.02,163.79,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-938",NA,NA
"172","ABEC1902-14","ABCOLL_20190205_1_0090_1",68.8,56.06,32.28,86.99,1.05,8.2,76.17,2.39,72.02,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-939",NA,NA
"173","ABEC1902-15","ABCOLL_20190205_1_0090_1",73.6,64.97,30,90.85,1.05,11.92,75.86,3,71.76,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-940",NA,NA
"174","ABEC1902-16","ABCOLL_20190205_1_0090_1",64.66,59.17,35.2,NA,1.06,17.92,150.7,3.89,140.84,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-941","TotalWeight recorded incorrectly",NA
"175","ABEC1902-17","ABCOLL_20190205_1_0090_1",90.39,65.47,36.31,NA,1.06,15.3,103.62,3.91,96.33,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-942","TotalWeight recorded incorrectly",NA
"176","ABEC1902-18","ABCOLL_20190205_1_0090_1",80.85,66.01,32.4,149.15,1.05,17.2,122.94,4.07,118.84,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-943",NA,NA
"177","ABEC1902-19","ABCOLL_20190205_1_0090_1",67.29,55.55,34.09,100.55,1.03,14.85,81.59,3.61,73.04,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-944",NA,NA
"178","ABEC1902-20","ABCOLL_20190205_1_0090_1",89.77,74.3,37.27,201.72,1.04,27.2,161.78,6.26,157.55,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-945",NA,NA
"179","ABEC1902-21","ABCOLL_20190205_1_0090_1",78.66,70.51,32.95,125.91,1.05,16.59,90.72,4.11,84.66,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-946",NA,NA
"180","ABEC1902-22","ABCOLL_20190205_1_0090_1",59.6,49.55,30.8,80.05,1.07,9.18,68.99,2.71,63.01,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-947",NA,NA
"181","ABEC1902-23","ABCOLL_20190205_1_0090_1",70.79,61.25,28.37,93.59,1.03,9.98,78.27,2.78,75.2,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-948",NA,NA
"182","ABEC1902-24","ABCOLL_20190205_1_0090_1",78.31,67.12,36.07,125.03,1.04,19.28,101.19,4.71,93.32,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-949",NA,NA
"183","ABEC1902-25","ABCOLL_20190205_1_0090_1",88.6,75.61,38.2,169.89,1.04,23.5,139.11,4.74,131.29,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-950",NA,NA
"184","ABEC1903-01","ABCOLL_20190308_1_0090_1",86.73,58.81,39.73,138.58,1.04,21.02,114.69,4.44,109.91,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-951",NA,NA
"185","ABEC1903-02","ABCOLL_20190308_1_0090_1",82.3,71.09,35.7,118.13,5.25,21.56,98.44,8.04,94.38,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-952","TarePanWeight outside expected range",NA
"186","ABEC1903-03","ABCOLL_20190308_1_0090_1",65.57,55.94,30.78,70.35,1.05,11.79,58.14,2.82,55.26,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-953",NA,NA
"187","ABEC1903-04","ABCOLL_20190308_1_0090_1",88.49,67.63,37.73,138.42,1.04,20.95,116.95,4.14,108.39,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-954",NA,NA
"188","ABEC1903-05","ABCOLL_20190308_1_0090_1",73.35,64.86,34.42,106.62,1.05,17.74,88.14,3.96,84.21,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-955",NA,NA
"189","ABEC1903-06","ABCOLL_20190308_1_0090_1",75.23,63.81,29.47,91.48,5.33,17.8,77.75,7.48,73.85,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-956","TarePanWeight outside expected range",NA
"190","ABEC1903-07","ABCOLL_20190308_1_0090_1",96.54,72.86,39.88,163.05,1.05,26.45,133.05,5.03,122.11,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-957",NA,NA
"191","ABEC1903-08","ABCOLL_20190308_1_0090_1",76.34,56.91,27.71,85.97,1.05,14.12,69.76,3.09,67.21,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-958",NA,NA
"192","ABEC1903-09","ABCOLL_20190308_1_0090_1",76.84,58.77,31.54,80.52,1.03,16.03,64.56,3.36,61.69,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-959",NA,NA
"193","ABEC1903-10","ABCOLL_20190308_1_0090_1",86.07,77.32,38.59,180.24,1.05,27.74,146.9,5.27,137.74,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-960",NA,NA
"194","ABEC1903-11","ABCOLL_20190308_1_0090_1",90.82,73.67,36.96,187.08,5.32,34.94,150.6,8.66,140.97,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-961","TarePanWeight outside expected range",NA
"195","ABEC1903-12","ABCOLL_20190308_1_0090_1",85.75,68.36,34.15,125.35,1.05,22.37,103.26,4.3,100.45,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-962",NA,NA
"196","ABEC1903-13","ABCOLL_20190308_1_0090_1",83.75,59.76,31,108.35,1.05,23.32,84,4.17,79.89,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-963",NA,NA
"197","ABEC1903-14","ABCOLL_20190308_1_0090_1",80.5,72.31,37.05,168.08,1.05,23.27,144.9,4.85,138.89,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-964",NA,NA
"198","ABEC1903-15","ABCOLL_20190308_1_0090_1",66.71,66.69,33.78,89.74,1.04,14.59,72.88,3.52,70.82,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-965",NA,NA
"199","ABEC1903-16","ABCOLL_20190308_1_0090_1",87.98,71.68,35.91,130.42,1.06,21,108.57,4.21,99.75,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-966",NA,NA
"200","ABEC1903-17","ABCOLL_20190308_1_0090_1",81.77,76.29,34.66,109.45,1.06,17.91,90.01,3.7,84.86,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-967",NA,NA
"201","ABEC1903-18","ABCOLL_20190308_1_0090_1",76.83,54.74,25.51,67.35,1.04,15.05,52.97,3.32,51.11,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-968",NA,NA
"202","ABEC1903-19","ABCOLL_20190308_1_0090_1",76.52,56.1,35.56,112.25,1.02,20.32,90.65,4.14,83.1,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-969",NA,NA
"203","ABEC1903-20","ABCOLL_20190308_1_0090_1",87.8,62.59,39.38,156.61,1.05,27.72,126.86,4.82,118.39,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-970",NA,NA
"204","ABEC1903-21","ABCOLL_20190308_1_0090_1",90.59,68.29,35.2,184.98,5.25,32.69,154.16,9.43,145.67,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-971","TarePanWeight outside expected range",NA
"205","ABEC1903-22","ABCOLL_20190308_1_0090_1",87.65,67.36,31.75,132.18,1.05,22.86,106.79,4.69,99.78,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-972",NA,NA
"206","ABEC1903-23","ABCOLL_20190308_1_0090_1",59.71,69.53,27.99,66.87,1.04,13.58,52.28,3.17,50.02,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-973","ShellLength outside expected range",NA
"207","ABEC1903-24","ABCOLL_20190308_1_0090_1",65.28,48.85,31.07,69.53,1.08,9.25,59.61,2.25,58.46,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-974",NA,NA
"208","ABEC1903-25","ABCOLL_20190308_1_0090_1",69.97,61.03,30.49,83.81,1.06,14.9,68.46,3.01,63.91,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-975",NA,NA
"209","ABEC1904-01","ABCOLL_20190402_1_0090_1",69.64,68.02,36.62,127.4,1.05,24.27,100.82,4.89,93.14,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-976",NA,NA
"210","ABEC1904-02","ABCOLL_20190402_1_0090_1",55.36,61,23.57,43.58,1.08,13.24,29.68,3.45,28.26,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-977","ShellLength outside expected range",NA
"211","ABEC1904-03","ABCOLL_20190402_1_0090_1",86.35,81.64,35.27,147.47,1.06,25.78,112.96,3.89,102.08,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-978",NA,NA
"212","ABEC1904-04","ABCOLL_20190402_1_0090_1",70.43,60.91,34.31,92.15,1.05,13.05,75.44,3.45,67.86,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-979",NA,NA
"213","ABEC1904-05","ABCOLL_20190402_1_0090_1",76.73,66.78,35.61,125.02,1.07,17.78,103.04,4.16,95.54,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-980",NA,NA
"214","ABEC1904-06","ABCOLL_20190402_1_0090_1",87.02,83.99,38.5,189.7,1.05,27.29,157,4.76,144.71,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-981",NA,NA
"215","ABEC1904-07","ABCOLL_20190402_1_0090_1",86.41,71.63,38.71,153.96,1.03,24.68,121.42,5.62,113.8,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-982",NA,NA
"216","ABEC1904-08","ABCOLL_20190402_1_0090_1",86.75,80.04,37.11,153.19,1.06,20.42,128.1,5.07,118.35,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-983",NA,NA
"217","ABEC1904-09","ABCOLL_20190402_1_0090_1",90.62,82.12,37.78,183.94,1.05,29.02,150.26,6.5,144.12,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-984",NA,NA
"218","ABEC1904-10","ABCOLL_20190402_1_0090_1",81.39,69.93,33.12,100.6,1.05,15.09,83.81,3.9,79.74,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-985",NA,NA
"219","ABEC1904-11","ABCOLL_20190402_1_0090_1",90.16,75.42,36.3,161.88,1.03,23.04,137.91,5.43,129.61,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-986",NA,NA
"220","ABEC1904-12","ABCOLL_20190402_1_0090_1",102.83,88.4,41.11,216.07,2.21,38.82,167.33,9.15,152.11,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-987",NA,NA
"221","ABEC1904-13","ABCOLL_20190402_1_0090_1",62.29,58.02,24.91,56.04,1.06,9.41,46.86,2.68,44.84,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-988",NA,NA
"222","ABEC1904-14","ABCOLL_20190402_1_0090_1",74.53,81.54,32.02,132.99,1.04,19.36,112.03,4.75,108.34,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-989","ShellLength outside expected range",NA
"223","ABEC1904-15","ABCOLL_20190402_1_0090_1",73.93,76.81,36.05,121.96,1.05,18.91,101.98,4.59,97.6,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-990","ShellLength outside expected range",NA
"224","ABEC1904-16","ABCOLL_20190402_1_0090_1",66.64,59.78,32.71,82.69,1.04,12.14,68.36,3.07,66.91,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-991",NA,NA
"225","ABEC1904-17","ABCOLL_20190402_1_0090_1",69.35,50.25,30.05,80.85,1.05,15.12,64.93,3.56,62.55,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-992",NA,NA
"226","ABEC1904-18","ABCOLL_20190402_1_0090_1",89.07,68,42.06,182.3,1.05,33.19,137.78,5.46,128.5,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-993",NA,NA
"227","ABEC1904-19","ABCOLL_20190402_1_0090_1",74.74,63.88,35.53,91.88,1.06,18.68,69.04,4.7,66.59,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-994",NA,NA
"228","ABEC1904-20","ABCOLL_20190402_1_0090_1",96.2,79.12,44.07,223.3,2.26,34.57,182.93,8.52,174.73,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-995",NA,NA
"229","ABEC1904-21","ABCOLL_20190402_1_0090_1",66.4,59.95,26.96,75.24,1.05,13.62,60.51,3.59,58.19,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WE-996",NA,NA
